"Date","Price","Open","High","Low","Vol.","Change %"
"04/30/2021","118.500","118.455","118.610","118.315","1.76K","0.03%"
"04/29/2021","118.460","118.775","118.775","118.350","1.98K","-0.42%"
"04/28/2021","118.960","119.225","119.225","118.890","1.75K","-0.40%"
"04/27/2021","119.440","119.495","119.570","119.225","2.05K","-0.08%"
"04/26/2021","119.540","119.750","119.800","119.480","1.87K","-0.40%"
"04/23/2021","120.020","120.030","120.115","119.610","2.11K","0.08%"
"04/22/2021","119.920","120.510","120.510","119.710","2.02K","0.10%"
"04/20/2021","119.800","119.450","119.970","119.430","2.02K","0.00%"
"04/19/2021","119.800","119.690","120.090","119.645","2.22K","0.71%"
"04/16/2021","118.960","119.640","119.640","118.860","1.81K","-0.76%"
"04/15/2021","119.870","120.295","120.520","119.865","1.81K","-0.19%"
"04/12/2021","120.100","119.945","120.230","119.600","1.96K","0.43%"
"04/09/2021","119.580","119.640","119.930","119.250","2.24K","0.20%"
"04/08/2021","119.340","119.010","119.615","118.705","1.20K","0.05%"
"04/07/2021","119.280","117.690","119.295","117.625","2.16K","1.52%"
"04/06/2021","117.490","117.175","117.495","117.135","1.42K","0.20%"
"04/05/2021","117.260","117.490","117.540","117.250","1.39K","0.25%"
"03/31/2021","116.970","117.690","117.750","116.920","1.60K","-0.37%"
"03/30/2021","117.410","116.565","117.495","116.440","1.64K","1.20%"
"03/26/2021","116.020","116.040","116.050","115.805","1.66K","-0.15%"
"03/25/2021","116.190","116.305","116.310","116.120","1.51K","0.09%"
"03/24/2021","116.090","116.025","116.305","116.005","1.58K","0.19%"
"03/23/2021","115.870","115.800","115.905","115.640","1.37K","0.08%"
"03/22/2021","115.780","115.970","115.970","115.755","1.24K","-0.20%"
"03/19/2021","116.010","116.135","116.135","115.945","1.71K","-0.03%"
"03/18/2021","116.050","115.975","116.170","115.890","1.77K","-0.02%"
"03/17/2021","116.070","116.120","116.185","116.020","1.67K","-0.01%"
"03/16/2021","116.080","115.990","116.230","115.800","1.56K","0.10%"
"03/15/2021","115.960","116.345","116.415","115.825","1.86K","-0.42%"
"03/12/2021","116.450","116.270","116.550","116.200","1.64K","-0.17%"
"03/10/2021","116.650","116.745","116.935","116.620","1.70K","-0.02%"
"03/09/2021","116.670","117.110","117.205","116.675","1.89K","-0.45%"
"03/08/2021","117.200","117.015","117.270","116.685","1.95K","0.33%"
"03/05/2021","116.820","116.760","116.935","116.385","1.66K","0.25%"
"03/04/2021","116.530","116.840","116.855","116.155","1.51K","0.16%"
"03/03/2021","116.340","117.210","117.220","116.300","1.52K","-0.88%"
"03/02/2021","117.370","117.350","117.580","117.310","1.47K","-0.25%"
"03/01/2021","117.660","117.970","117.970","117.095","1.84K","0.10%"
"02/26/2021","117.540","116.865","117.610","116.730","2.17K","1.45%"
"02/25/2021","115.860","115.720","116.040","115.705","1.35K","0.13%"
"02/24/2021","115.710","115.775","115.865","115.625","1.31K","-0.19%"
"02/23/2021","115.930","115.775","115.950","115.690","1.43K","-0.07%"
"02/22/2021","116.010","116.135","116.140","115.655","1.39K","-0.20%"
"02/18/2021","116.240","116.410","116.440","116.250","1.24K","-0.12%"
"02/17/2021","116.380","116.660","116.670","116.360","1.20K","0.07%"
"02/16/2021","116.300","116.250","116.470","116.220","1.29K","0.00%"
"02/15/2021","116.300","116.185","116.310","116.110","1.27K","-0.09%"
"02/12/2021","116.400","116.480","116.530","116.370","1.19K","-0.14%"
"02/11/2021","116.560","116.490","116.595","116.310","1.40K","0.02%"
"02/10/2021","116.540","116.590","116.605","116.495","1.26K","-0.07%"
"02/09/2021","116.620","116.610","116.670","116.560","1.31K","-0.10%"
"02/08/2021","116.740","116.585","116.750","116.515","1.04K","0.05%"
"02/05/2021","116.680","116.775","116.785","116.490","1.22K","-0.03%"
"02/04/2021","116.720","116.680","116.750","116.630","1.27K","-0.01%"
"02/03/2021","116.730","116.750","116.770","116.670","1.38K","-0.01%"
"02/02/2021","116.740","116.825","116.880","116.680","1.13K","-0.08%"
"02/01/2021","116.830","116.625","117.025","116.550","1.24K","0.09%"
"01/29/2021","116.720","116.810","116.825","116.710","1.14K","-0.12%"
"01/28/2021","116.860","117.015","117.050","116.865","1.12K","0.16%"
"01/27/2021","116.670","116.650","116.690","116.455","1.09K","-0.03%"
"01/25/2021","116.700","116.730","116.745","116.615","1.21K","-0.05%"
"01/22/2021","116.760","116.855","116.950","116.755","1.20K","-0.02%"
"01/21/2021","116.780","116.735","116.815","116.695","1.01K","-0.06%"
"01/20/2021","116.850","116.985","117.030","116.810","1.14K","-0.18%"
"01/19/2021","117.060","117.055","117.290","117.030","1.08K","-0.15%"
"01/18/2021","117.240","117.150","117.295","117.110","1.16K","0.28%"
"01/15/2021","116.910","116.930","117.050","116.785","1.31K","0.04%"
"01/14/2021","116.860","117.110","117.110","116.730","1.20K","-0.15%"
"01/13/2021","117.030","117.080","117.150","116.970","1.18K","-0.15%"
"01/12/2021","117.210","117.485","117.515","117.190","1.19K","-0.17%"
"01/11/2021","117.410","117.560","117.610","117.400","1.26K","0.20%"
"01/08/2021","117.180","117.430","117.535","117.175","1.07K","-0.12%"
"01/07/2021","117.320","116.985","117.330","116.935","1.09K","0.31%"
"01/06/2021","116.960","117.080","117.105","116.885","1.10K","-0.10%"
"01/05/2021","117.080","117.055","117.230","116.945","1.11K","0.21%"
"01/04/2021","116.830","116.695","116.850","116.650","1.19K","-0.14%"
"01/01/2021","116.990","116.960","117.005","116.835","0.94K","0.08%"
"12/31/2020","116.900","117.040","117.075","116.815","1.13K","-0.33%"
"12/30/2020","117.290","117.385","117.385","117.210","1.15K","-0.16%"
"12/29/2020","117.480","117.495","117.505","117.350","1.19K","-0.11%"
"12/28/2020","117.610","117.630","117.780","117.530","1.21K","-0.05%"
"12/24/2020","117.670","117.865","117.880","117.655","1.10K","-0.30%"
"12/23/2020","118.020","118.250","118.250","117.975","1.13K","-0.10%"
"12/22/2020","118.140","118.320","118.320","118.130","1.22K","0.08%"
"12/21/2020","118.040","118.010","118.110","117.830","1.13K","0.30%"
"12/18/2020","117.690","117.700","117.710","117.595","1.17K","-0.06%"
"12/17/2020","117.760","117.655","117.765","117.430","1.31K","0.04%"
"12/16/2020","117.710","117.570","117.770","117.570","1.25K","-0.09%"
"12/15/2020","117.820","117.825","117.875","117.750","1.34K","0.08%"
"12/14/2020","117.720","117.830","117.830","117.575","1.22K","-0.10%"
"12/11/2020","117.840","117.850","117.930","117.690","1.13K","-0.01%"
"12/10/2020","117.850","117.910","118.040","117.800","1.26K","0.13%"
"12/09/2020","117.700","117.735","117.785","117.625","1.28K","0.06%"
"12/08/2020","117.630","118.145","118.145","117.640","1.28K","-0.51%"
"12/07/2020","118.230","118.090","118.345","117.930","1.19K","0.13%"
"12/04/2020","118.080","118.105","118.105","117.930","1.16K","-0.14%"
"12/03/2020","118.240","118.105","118.310","117.895","1.22K","0.14%"
"12/02/2020","118.080","117.530","118.135","117.490","1.29K","0.16%"
"12/01/2020","117.890","118.330","118.330","117.510","1.29K","-0.50%"
"11/27/2020","118.480","118.070","118.520","118.020","1.35K","0.22%"
"11/26/2020","118.220","118.130","118.250","118.010","1.21K","-0.03%"
"11/25/2020","118.260","118.380","118.410","118.195","1.39K","-0.13%"
"11/24/2020","118.410","118.585","118.585","118.200","1.65K","-0.13%"
"11/23/2020","118.560","118.615","118.760","118.480","1.34K","-0.08%"
"11/20/2020","118.660","118.615","118.730","118.550","1.29K","-0.13%"
"11/19/2020","118.820","118.870","118.930","118.745","1.40K","0.09%"
"11/18/2020","118.710","119.190","119.240","118.550","1.43K","-0.36%"
"11/17/2020","119.140","119.130","119.415","119.000","1.34K","-0.18%"
"11/13/2020","119.360","119.400","119.530","119.150","1.33K","-0.07%"
"11/12/2020","119.440","119.110","119.600","119.015","1.27K","0.36%"
"11/11/2020","119.010","118.775","119.045","118.705","1.39K","0.27%"
"11/10/2020","118.690","118.490","118.885","118.430","1.51K","0.03%"
"11/09/2020","118.660","118.345","118.680","118.135","1.18K","-0.05%"
"11/06/2020","118.720","118.390","118.760","118.210","0.94K","-0.25%"
"11/05/2020","119.020","118.955","119.055","118.810","0.87K","-0.47%"
"11/04/2020","119.580","119.655","119.800","119.335","0.91K","0.45%"
"11/03/2020","119.050","118.940","119.055","118.805","0.84K","-0.03%"
"11/02/2020","119.080","119.065","119.115","118.850","0.76K","0.44%"
"10/29/2020","118.560","118.450","118.655","118.310","0.86K","0.30%"
"10/28/2020","118.200","117.920","118.290","117.845","0.86K","0.23%"
"10/27/2020","117.930","118.310","118.310","117.930","0.86K","-0.19%"
"10/26/2020","118.160","118.055","118.210","117.910","0.74K","0.31%"
"10/23/2020","117.790","117.830","117.865","117.560","0.87K","0.12%"
"10/22/2020","117.650","118.025","118.050","117.655","0.88K","-0.07%"
"10/21/2020","117.730","117.440","117.800","117.385","0.82K","0.16%"
"10/20/2020","117.540","117.400","117.640","117.290","0.82K","0.13%"
"10/19/2020","117.390","117.415","117.490","117.370","0.75K","0.03%"
"10/16/2020","117.350","117.485","117.495","117.240","0.90K","-0.05%"
"10/15/2020","117.410","117.320","117.440","117.145","0.83K","0.11%"
"10/14/2020","117.280","117.425","117.545","117.255","0.86K","-0.08%"
"10/13/2020","117.370","117.450","117.470","117.320","0.89K","0.12%"
"10/12/2020","117.230","116.975","117.295","116.905","0.44K","0.19%"
"10/09/2020","117.010","117.095","117.210","116.850","1.25K","-0.15%"
"10/08/2020","117.180","117.305","117.360","117.160","1.00K","-0.14%"
"10/07/2020","117.340","117.630","117.705","117.270","0.95K","-0.15%"
"10/06/2020","117.520","117.080","117.625","117.040","0.91K","0.22%"
"10/05/2020","117.260","117.070","117.455","116.945","0.88K","0.20%"
"10/01/2020","117.030","117.750","117.775","116.905","0.90K","-0.84%"
"09/30/2020","118.020","118.110","118.185","117.915","1.03K","-0.12%"
"09/29/2020","118.160","118.055","118.265","118.015","0.94K","0.10%"
"09/28/2020","118.040","117.830","118.170","117.655","0.87K","0.22%"
"09/25/2020","117.780","118.000","118.040","117.720","0.97K","-0.38%"
"09/24/2020","118.230","118.120","118.345","118.025","1.00K","0.44%"
"09/23/2020","117.710","117.735","117.815","117.610","0.79K","-0.02%"
"09/22/2020","117.730","117.600","117.830","117.415","0.96K","0.28%"
"09/21/2020","117.400","117.510","117.510","117.215","0.95K","-0.09%"
"09/18/2020","117.510","117.560","117.670","117.065","1.01K","-0.28%"
"09/17/2020","117.840","117.990","118.050","117.830","0.84K","0.17%"
"09/16/2020","117.640","117.920","118.040","117.545","0.98K","-0.16%"
"09/15/2020","117.830","117.415","117.975","117.320","0.94K","0.23%"
"09/14/2020","117.560","117.430","117.770","117.225","0.84K","-0.08%"
"09/11/2020","117.660","117.590","117.770","117.450","0.83K","0.11%"
"09/10/2020","117.530","117.495","117.590","117.075","1.07K","-0.10%"
"09/09/2020","117.650","117.895","117.985","117.550","1.13K","-0.08%"
"09/08/2020","117.750","117.830","117.830","117.430","0.91K","0.35%"
"09/07/2020","117.340","117.065","117.495","116.855","0.86K","0.27%"
"09/04/2020","117.020","117.400","117.560","116.830","0.78K","-0.45%"
"09/03/2020","117.550","117.170","117.585","117.160","0.97K","0.61%"
"09/02/2020","116.840","116.890","117.010","116.630","0.97K","0.22%"
"09/01/2020","116.580","117.160","117.160","116.410","0.94K","-1.02%"
"08/31/2020","117.780","117.190","117.895","117.190","0.93K","0.31%"
"08/28/2020","117.420","118.185","118.190","117.270","0.79K","-0.58%"
"08/27/2020","118.100","118.880","118.990","118.090","0.89K","-0.65%"
"08/26/2020","118.870","118.905","119.130","118.790","0.88K","-0.03%"
"08/25/2020","118.910","118.690","119.225","118.690","0.80K","0.01%"
"08/24/2020","118.900","119.865","119.865","118.890","0.81K","-0.70%"
"08/21/2020","119.740","119.950","119.950","119.735","0.84K","-0.25%"
"08/20/2020","120.040","119.970","120.080","119.910","0.80K","0.28%"
"08/19/2020","119.710","119.530","119.895","119.495","0.74K","0.08%"
"08/18/2020","119.610","119.650","119.810","119.575","0.79K","-0.18%"
"08/17/2020","119.820","119.810","119.855","119.655","0.71K","-0.02%"
"08/14/2020","119.840","119.770","119.880","119.590","0.77K","0.08%"
"08/13/2020","119.740","119.720","119.890","119.655","0.70K","0.01%"
"08/12/2020","119.730","119.645","119.890","119.640","0.72K","0.08%"
"08/11/2020","119.630","119.735","119.780","119.640","0.74K","-0.17%"
"08/10/2020","119.830","119.930","119.935","119.775","0.69K","-0.04%"
"08/07/2020","119.880","120.090","120.090","119.870","0.71K","-0.01%"
"08/06/2020","119.895","119.720","119.945","119.655","0.69K","-0.01%"
"08/05/2020","119.910","119.890","119.920","119.720","0.79K","-0.15%"
"08/04/2020","120.090","120.265","120.280","119.980","0.72K","0.05%"
"08/03/2020","120.030","119.840","120.050","119.820","0.82K","0.27%"
"07/31/2020","119.705","119.600","119.840","119.495","0.80K","-0.04%"
"07/30/2020","119.750","119.750","119.800","119.690","0.82K","0.05%"
"07/29/2020","119.685","119.735","119.830","119.575","0.79K","-0.04%"
"07/28/2020","119.735","119.785","119.850","119.540","0.70K","0.00%"
"07/27/2020","119.740","119.535","119.830","119.490","0.75K","0.00%"
"07/24/2020","119.735","119.910","119.960","119.705","0.77K","0.09%"
"07/23/2020","119.625","119.430","119.800","119.370","0.86K","0.01%"
"07/22/2020","119.615","119.345","119.780","119.330","0.80K","0.00%"
"07/21/2020","119.610","119.680","119.790","119.575","0.78K","-0.23%"
"07/20/2020","119.880","119.905","120.050","119.840","0.80K","-0.12%"
"07/17/2020","120.030","120.370","120.390","119.970","0.82K","-0.23%"
"07/16/2020","120.310","120.375","120.465","120.250","0.88K","0.06%"
"07/15/2020","120.240","120.550","120.570","120.215","0.88K","-0.36%"
"07/14/2020","120.670","120.560","120.800","120.455","0.89K","0.30%"
"07/13/2020","120.310","120.250","120.345","120.135","0.87K","-0.02%"
"07/10/2020","120.330","120.265","120.520","120.230","0.91K","0.28%"
"07/09/2020","120.000","119.910","120.105","119.865","0.98K","-0.02%"
"07/08/2020","120.030","119.785","120.095","119.785","0.90K","0.10%"
"07/07/2020","119.905","119.530","119.955","119.495","0.86K","0.36%"
"07/06/2020","119.480","119.240","119.720","119.240","0.85K","0.05%"
"07/03/2020","119.415","119.350","120.050","119.350","0.95K","-0.51%"
"07/02/2020","120.025","120.800","120.850","119.990","0.73K","-0.76%"
"07/01/2020","120.950","120.825","120.970","120.775","0.82K","0.12%"
"06/30/2020","120.810","120.770","120.920","120.730","0.83K","-0.11%"
"06/29/2020","120.940","121.015","121.045","120.850","0.80K","-0.08%"
"06/26/2020","121.040","120.840","121.055","120.690","0.78K","-0.02%"
"06/25/2020","121.065","121.210","121.250","120.920","0.75K","-0.07%"
"06/24/2020","121.150","120.975","121.230","120.950","0.82K","0.09%"
"06/23/2020","121.040","121.375","121.415","121.025","0.80K","-0.49%"
"06/22/2020","121.640","121.880","121.885","121.570","0.75K","-0.22%"
"06/19/2020","121.905","122.055","122.070","121.885","0.76K","0.06%"
"06/18/2020","121.830","121.850","121.895","121.735","0.84K","-0.02%"
"06/17/2020","121.850","121.930","122.010","121.790","0.90K","-0.08%"
"06/16/2020","121.945","121.400","122.055","121.245","0.82K","0.25%"
"06/15/2020","121.640","121.530","121.850","121.480","0.69K","0.24%"
"06/12/2020","121.350","121.760","121.770","121.335","0.77K","0.08%"
"06/11/2020","121.255","121.290","121.405","121.170","0.68K","0.26%"
"06/10/2020","120.945","120.810","120.970","120.680","0.78K","-0.03%"
"06/09/2020","120.985","120.830","121.000","120.695","0.78K","0.10%"
"06/08/2020","120.870","120.950","121.030","120.840","0.73K","-0.06%"
"06/05/2020","120.940","120.630","120.940","120.615","0.83K","0.01%"
"06/04/2020","120.930","120.985","121.005","120.625","0.81K","0.15%"
"06/03/2020","120.745","120.040","120.835","120.040","0.78K","0.13%"
"06/02/2020","120.590","120.905","120.985","120.570","0.68K","-0.23%"
"06/01/2020","120.870","120.560","120.975","120.480","0.76K","-0.10%"
"05/29/2020","120.990","121.145","121.160","120.800","0.69K","-0.17%"
"05/28/2020","121.200","121.450","121.450","121.110","0.67K","0.04%"
"05/27/2020","121.150","121.080","121.185","120.910","0.72K","0.07%"
"05/26/2020","121.065","121.095","121.195","120.985","0.71K","-0.38%"
"05/22/2020","121.530","121.160","121.545","121.145","0.62K","0.46%"
"05/21/2020","120.975","121.110","121.315","120.975","0.68K","-0.25%"
"05/20/2020","121.275","121.100","121.375","120.905","0.65K","0.21%"
"05/19/2020","121.025","121.255","121.265","121.015","0.81K","-0.36%"
"05/18/2020","121.460","121.350","121.545","121.350","0.64K","0.46%"
"05/15/2020","120.905","120.760","120.935","120.730","0.69K","0.00%"
"05/14/2020","120.905","120.935","120.970","120.585","0.74K","0.12%"
"05/13/2020","120.760","120.470","120.790","120.465","0.70K","-0.04%"
"05/12/2020","120.810","121.425","121.530","120.790","0.69K","-0.31%"
"05/11/2020","121.185","120.970","121.230","120.890","0.59K","0.26%"
"05/08/2020","120.870","120.680","120.935","120.425","0.62K","-0.28%"
"05/06/2020","121.215","121.175","121.290","121.065","0.51K","0.17%"
"05/05/2020","121.010","121.000","121.170","120.810","0.56K","-0.11%"
"05/04/2020","121.145","121.190","121.305","121.080","0.62K","0.80%"
"04/30/2020","120.185","120.105","120.335","119.895","0.70K","-0.76%"
"04/29/2020","121.110","121.560","121.590","120.970","0.54K","-0.66%"
"04/28/2020","121.910","122.105","122.315","121.815","0.63K","-0.07%"
"04/27/2020","121.990","121.880","122.150","121.690","0.61K","-0.28%"
"04/24/2020","122.330","122.070","122.350","121.880","0.55K","0.50%"
"04/23/2020","121.720","122.145","122.170","121.590","0.60K","-0.78%"
"04/22/2020","122.680","123.000","123.055","122.610","0.58K","-0.22%"
"04/21/2020","122.945","122.790","122.945","122.600","0.51K","0.39%"
"04/20/2020","122.465","122.330","122.690","122.250","0.52K","0.19%"
"04/17/2020","122.230","122.495","122.610","122.170","0.61K","-0.61%"
"04/16/2020","122.985","122.840","123.000","122.705","0.58K","0.55%"
"04/15/2020","122.310","121.545","122.350","121.545","0.51K","0.22%"
"04/13/2020","122.040","122.070","122.310","122.010","0.45K","-0.02%"
"04/09/2020","122.065","121.775","122.470","121.770","0.43K","-0.11%"
"04/08/2020","122.200","121.305","122.200","121.290","0.44K","0.98%"
"04/07/2020","121.010","121.450","121.480","120.930","0.37K","-0.76%"
"04/03/2020","121.935","121.545","121.935","121.290","0.69K","0.72%"
"03/31/2020","121.065","120.845","121.090","120.480","0.65K","0.07%"
"03/30/2020","120.985","120.290","121.005","120.175","0.63K","1.01%"
"03/27/2020","119.770","119.440","120.640","119.000","0.57K","-0.40%"
"03/26/2020","120.250","121.390","121.530","120.150","0.52K","-0.96%"
"03/24/2020","121.415","121.745","121.985","121.415","0.84K","-0.56%"
"03/23/2020","122.095","121.105","122.095","121.105","0.84K","1.49%"
"03/20/2020","120.305","119.670","120.390","119.545","2.84K","0.13%"
"03/19/2020","120.145","119.985","120.490","119.650","2.83K","1.11%"
"03/18/2020","118.830","118.350","119.030","118.280","3.25K","0.00%"
"03/17/2020","118.835","118.575","118.915","118.185","2.90K","0.04%"
"03/16/2020","118.785","118.515","118.975","118.515","2.81K","0.53%"
"03/13/2020","118.160","119.040","119.180","118.090","2.64K","-0.55%"
"03/12/2020","118.815","118.825","118.935","118.545","2.75K","0.82%"
"03/11/2020","117.845","118.085","118.425","117.685","2.56K","-0.64%"
"03/10/2020","118.600","118.600","118.600","118.600","","0.00%"
"03/09/2020","118.600","118.290","118.680","118.190","2.40K","0.53%"
"03/06/2020","117.975","118.365","118.525","117.655","2.81K","0.52%"
"03/05/2020","117.360","117.400","117.720","116.890","2.90K","0.20%"
"03/04/2020","117.130","117.000","117.810","116.660","3.08K","-0.07%"
"03/03/2020","117.215","115.965","117.355","115.905","2.77K","0.72%"
"03/02/2020","116.375","115.505","116.445","115.275","2.32K","0.71%"
"02/28/2020","115.560","114.830","115.640","114.830","2.36K","0.85%"
"02/27/2020","114.585","114.625","114.705","114.485","2.19K","-0.05%"
"02/26/2020","114.640","114.880","114.880","114.560","2.26K","-0.21%"
"02/25/2020","114.885","114.995","115.045","114.865","2.27K","-0.18%"
"02/24/2020","115.095","115.055","115.205","114.825","2.27K","0.44%"
"02/21/2020","114.595","114.595","114.595","114.595","","0.00%"
"02/20/2020","114.595","114.775","114.895","114.475","2.26K","0.11%"
"02/19/2020","114.470","114.470","114.470","114.470","","0.00%"
"02/18/2020","114.470","114.260","114.510","114.200","2.38K","0.33%"
"02/17/2020","114.095","114.275","114.375","113.995","2.15K","-0.11%"
"02/14/2020","114.225","114.035","114.265","114.035","2.13K","0.10%"
"02/13/2020","114.110","114.200","114.400","114.090","2.12K","-0.06%"
"02/12/2020","114.175","113.925","114.215","113.925","2.17K","0.12%"
"02/11/2020","114.040","114.000","114.140","113.920","2.10K","-0.05%"
"02/10/2020","114.095","114.215","114.305","114.045","2.41K","-0.14%"
"02/07/2020","114.250","114.020","114.400","113.940","2.29K","0.28%"
"02/06/2020","113.935","113.955","114.085","113.785","2.25K","0.02%"
"02/05/2020","113.915","113.985","114.075","113.875","2.37K","-0.09%"
"02/04/2020","114.015","113.985","114.085","113.755","2.20K","-0.10%"
"02/03/2020","114.130","114.650","114.650","114.110","2.44K","-0.02%"
"01/31/2020","114.150","114.310","114.430","114.070","2.21K","-0.20%"
"01/30/2020","114.380","114.270","114.580","114.220","2.44K","0.32%"
"01/29/2020","114.010","113.980","114.070","113.880","2.05K","-0.11%"
"01/28/2020","114.130","114.190","114.260","114.030","2.21K","-0.15%"
"01/27/2020","114.305","114.425","114.425","114.215","2.25K","0.15%"
"01/24/2020","114.130","114.140","114.150","113.960","2.14K","0.09%"
"01/23/2020","114.030","113.950","114.150","113.870","2.29K","0.10%"
"01/22/2020","113.920","113.820","113.990","113.820","2.17K","-0.01%"
"01/21/2020","113.930","113.900","113.990","113.820","2.28K","0.14%"
"01/20/2020","113.770","113.760","113.850","113.660","2.26K","0.03%"
"01/17/2020","113.735","113.585","113.755","113.505","2.26K","0.23%"
"01/16/2020","113.470","113.280","113.580","113.210","2.32K","0.15%"
"01/15/2020","113.305","113.585","113.615","113.285","2.29K","-0.10%"
"01/14/2020","113.415","113.185","113.535","113.175","2.40K","0.03%"
"01/13/2020","113.385","113.285","113.485","113.205","2.33K","-0.11%"
"01/10/2020","113.510","113.950","114.010","113.380","2.59K","-0.38%"
"01/09/2020","113.945","114.295","114.435","113.895","2.50K","-0.67%"
"01/08/2020","114.710","115.250","115.320","114.710","2.71K","-0.20%"
"01/07/2020","114.935","114.825","114.995","114.695","2.62K","-0.14%"
"01/06/2020","115.095","115.225","115.385","115.085","2.51K","0.19%"
"01/03/2020","114.880","114.390","114.910","114.390","2.35K","0.60%"
"01/02/2020","114.200","114.010","114.210","113.990","2.40K","0.21%"
"01/01/2020","113.965","114.185","114.205","113.955","2.31K","-0.22%"
"12/31/2019","114.215","114.025","114.215","113.985","2.41K","0.09%"
"12/30/2019","114.110","114.190","114.230","114.070","2.47K","-0.06%"
"12/27/2019","114.175","114.105","114.235","113.905","2.44K","0.06%"
"12/26/2019","114.105","114.035","114.155","113.955","2.32K","0.07%"
"12/25/2019","114.030","114.030","114.030","114.030","","0.00%"
"12/24/2019","114.030","113.960","114.070","113.840","2.28K","0.12%"
"12/23/2019","113.890","113.830","113.990","113.790","2.38K","0.08%"
"12/20/2019","113.800","113.850","113.960","113.670","2.45K","0.13%"
"12/19/2019","113.655","113.585","113.885","113.395","2.40K","0.08%"
"12/18/2019","113.560","113.660","113.790","113.550","2.58K","0.00%"
"12/17/2019","113.560","113.530","113.640","113.390","2.45K","-0.03%"
"12/16/2019","113.590","113.210","113.670","113.210","2.35K","0.25%"
"12/13/2019","113.305","112.825","113.415","112.825","2.47K","-0.03%"
"12/12/2019","113.335","113.105","113.385","112.885","2.21K","-0.01%"
"12/11/2019","113.345","113.425","113.495","113.195","2.33K","-0.11%"
"12/10/2019","113.475","113.545","113.655","113.365","2.36K","-0.17%"
"12/09/2019","113.665","114.065","114.065","113.635","2.60K","-0.22%"
"12/06/2019","113.910","114.030","114.290","113.910","2.71K","-0.13%"
"12/05/2019","114.055","114.375","114.645","114.045","2.39K","-0.35%"
"12/04/2019","114.450","114.890","114.890","114.440","2.37K","-0.20%"
"12/03/2019","114.675","114.725","114.855","114.445","2.23K","0.02%"
"12/02/2019","114.650","114.860","114.910","114.600","2.04K","-0.12%"
"11/29/2019","114.790","114.590","115.000","114.570","2.36K","0.18%"
"11/28/2019","114.580","114.120","114.670","114.120","2.36K","0.36%"
"11/27/2019","114.170","114.310","114.380","114.080","2.37K","-0.18%"
"11/26/2019","114.380","114.700","114.700","114.370","2.42K","-0.34%"
"11/25/2019","114.770","114.750","114.780","114.580","2.34K","0.02%"
"11/22/2019","114.745","114.805","114.985","114.705","2.53K","-0.07%"
"11/21/2019","114.825","114.915","115.005","114.755","2.40K","-0.07%"
"11/20/2019","114.905","114.935","115.045","114.645","2.55K","0.15%"
"11/19/2019","114.735","115.065","115.205","114.675","2.55K","-0.19%"
"11/18/2019","114.955","114.695","114.985","114.545","2.31K","0.09%"
"11/15/2019","114.855","114.885","114.985","114.675","2.58K","-0.26%"
"11/14/2019","115.160","115.320","115.590","114.980","2.59K","-0.16%"
"11/13/2019","115.350","114.810","115.350","114.650","2.28K","0.89%"
"11/12/2019","114.335","114.335","114.335","114.335","","0.00%"
"11/11/2019","114.335","114.185","114.455","114.095","2.40K","0.23%"
"11/08/2019","114.070","114.090","114.130","113.860","2.42K","0.46%"
"11/07/2019","113.550","113.690","113.790","113.430","2.27K","-0.02%"
"11/06/2019","113.575","113.265","113.625","113.225","2.64K","0.41%"
"11/05/2019","113.110","113.370","113.370","113.050","2.54K","-0.11%"
"11/04/2019","113.240","112.890","113.290","112.890","2.53K","-0.06%"
"11/01/2019","113.305","113.575","113.585","113.285","2.35K","-0.15%"
"10/31/2019","113.480","113.240","113.680","113.170","2.46K","0.06%"
"10/30/2019","113.415","113.445","113.635","113.385","2.24K","0.06%"
"10/29/2019","113.350","113.190","113.470","113.100","2.66K","-0.06%"
"10/28/2019","113.415","113.415","113.415","113.415","","0.00%"
"10/25/2019","113.415","113.665","113.705","113.395","2.43K","-0.18%"
"10/24/2019","113.625","113.285","113.725","113.225","2.40K","0.14%"
"10/23/2019","113.465","113.605","113.645","113.425","2.24K","-0.03%"
"10/22/2019","113.495","113.445","113.615","113.345","2.39K","-0.29%"
"10/21/2019","113.830","113.830","113.830","113.830","","0.00%"
"10/18/2019","113.830","113.910","114.090","113.700","2.30K","-0.03%"
"10/17/2019","113.865","114.215","114.345","113.825","2.42K","-0.38%"
"10/16/2019","114.305","114.545","114.735","114.185","2.58K","-0.14%"
"10/15/2019","114.470","113.990","114.510","113.950","2.42K","0.43%"
"10/14/2019","113.975","113.415","113.975","113.205","2.69K","0.29%"
"10/11/2019","113.640","113.340","113.740","113.270","2.46K","-0.07%"
"10/10/2019","113.720","113.530","113.840","113.530","2.47K","0.00%"
"10/09/2019","113.720","113.900","113.950","113.520","2.41K","0.07%"
"10/08/2019","113.640","113.640","113.640","113.640","","0.00%"
"10/07/2019","113.640","113.550","113.760","113.500","2.38K","0.20%"
"10/04/2019","113.415","113.385","113.645","113.255","2.61K","0.00%"
"10/03/2019","113.415","113.955","114.145","113.375","2.44K","-0.28%"
"10/02/2019","113.735","113.735","113.735","113.735","","0.00%"
"10/01/2019","113.735","113.175","113.865","113.175","2.45K","0.30%"
"09/30/2019","113.400","112.680","113.420","112.570","2.45K","0.44%"
"09/27/2019","112.900","113.540","113.540","112.850","2.59K","-0.45%"
"09/26/2019","113.415","113.635","113.635","113.365","2.28K","-0.21%"
