"Date","Price","Open","High","Low","Vol.","Change %"
"11/07/2016","107.100","107.290","107.500","106.680","","0.14%"
"11/04/2016","106.950","107.250","107.540","106.720","","0.00%"
"11/03/2016","106.950","107.180","107.490","106.670","","-0.09%"
"11/02/2016","107.050","107.200","107.490","106.350","","0.14%"
"11/01/2016","106.900","106.870","107.440","106.650","","-0.14%"
"10/31/2016","107.050","107.340","107.580","106.830","","-0.05%"
"10/28/2016","107.100","107.620","107.720","106.810","","-0.03%"
"10/27/2016","107.130","106.790","107.130","106.470","","-0.16%"
"10/26/2016","107.300","107.380","107.590","106.810","","0.09%"
"10/25/2016","107.200","107.400","107.610","106.910","","0.09%"
"10/24/2016","107.100","107.440","107.650","106.920","","-0.05%"
"10/21/2016","107.150","107.170","107.690","106.940","","0.33%"
"10/20/2016","106.800","106.770","107.170","106.440","","0.05%"
"10/19/2016","106.750","107.020","107.320","106.650","","-0.33%"
"10/18/2016","107.100","107.310","107.400","106.660","","0.26%"
"10/17/2016","106.820","106.540","107.030","106.320","","0.04%"
"10/14/2016","106.780","107.130","107.520","106.720","","-0.30%"
"10/13/2016","107.100","107.180","107.630","106.550","","0.33%"
"10/12/2016","106.750","106.800","107.040","106.550","","0.14%"
"10/11/2016","106.600","106.610","107.110","106.000","","0.02%"
"10/10/2016","106.580","106.460","106.820","105.950","","-0.02%"
"10/07/2016","106.600","106.760","107.240","106.100","","-0.37%"
"10/06/2016","107.000","106.510","107.220","106.000","","0.38%"
"10/05/2016","106.600","106.270","106.750","105.910","","-0.33%"
"10/04/2016","106.950","106.870","107.420","105.740","","0.07%"
"10/03/2016","106.880","106.720","106.950","105.830","","-0.08%"
"09/30/2016","106.970","106.870","107.550","106.010","","-0.26%"
"09/29/2016","107.250","106.600","107.610","105.760","","0.37%"
"09/28/2016","106.850","106.360","107.340","105.800","","0.09%"
"09/27/2016","106.750","106.620","107.400","105.790","","-0.05%"
"09/26/2016","106.800","106.630","107.480","106.070","","-0.07%"
"09/23/2016","106.880","106.570","107.420","106.090","","-0.62%"
"09/22/2016","107.550","107.130","107.890","106.150","","-0.05%"
"09/21/2016","107.600","107.130","107.920","106.670","","0.20%"
"09/20/2016","107.380","107.100","107.810","106.510","","-0.11%"
"09/19/2016","107.500","107.150","107.840","106.480","","-0.05%"
"09/16/2016","107.550","106.840","107.790","106.440","","0.05%"
"09/15/2016","107.500","107.000","107.890","106.410","","0.14%"
"09/14/2016","107.350","106.880","107.790","106.420","","0.05%"
"09/13/2016","107.300","106.630","107.790","106.300","","0.09%"
"09/12/2016","107.200","106.600","107.620","106.350","","0.61%"
"09/09/2016","106.550","106.260","107.310","105.930","","-0.05%"
"09/08/2016","106.600","106.030","106.970","105.720","","0.05%"
"09/07/2016","106.550","106.500","107.270","105.630","","-0.47%"
"09/06/2016","107.050","106.790","107.410","105.880","","0.23%"
"09/05/2016","106.800","106.750","107.100","106.300","","-0.07%"
"09/02/2016","106.880","106.490","107.590","106.240","","-0.42%"
"09/01/2016","107.330","107.420","107.950","106.590","","-0.15%"
"08/31/2016","107.490","107.320","107.660","106.640","","-0.15%"
"08/30/2016","107.650","107.350","108.080","106.740","","-0.19%"
"08/29/2016","107.850","107.100","108.090","106.930","","0.47%"
"08/26/2016","107.350","107.030","107.840","106.670","","-0.37%"
"08/25/2016","107.750","107.310","107.990","106.720","","-0.05%"
"08/24/2016","107.800","107.270","108.600","106.830","","0.05%"
"08/23/2016","107.750","107.330","108.120","106.770","","0.00%"
"08/22/2016","107.750","107.000","108.140","106.750","","0.28%"
"08/19/2016","107.450","106.730","107.800","106.480","","0.23%"
"08/18/2016","107.200","106.830","107.570","106.300","","0.14%"
"08/17/2016","107.050","106.580","107.660","106.330","","-0.05%"
"08/16/2016","107.100","106.800","107.580","106.290","","-0.28%"
"08/15/2016","107.400","106.870","107.580","106.350","","0.28%"
"08/12/2016","107.100","106.740","107.220","106.360","","-0.19%"
"08/11/2016","107.300","106.950","107.890","106.400","","0.05%"
"08/10/2016","107.250","106.450","107.720","106.090","","0.00%"
"08/09/2016","107.250","107.000","107.930","106.440","","0.00%"
"08/08/2016","107.250","107.080","107.840","106.240","","-0.07%"
"08/05/2016","107.330","107.310","107.330","106.290","","0.00%"
"08/04/2016","107.330","107.130","107.520","106.470","","-0.05%"
"08/03/2016","107.380","106.930","107.920","106.230","","0.26%"
"08/02/2016","107.100","107.000","108.000","106.230","","-0.09%"
"08/01/2016","107.200","106.920","108.000","106.210","","-0.79%"
"07/29/2016","108.050","107.250","108.050","106.630","","0.42%"
"07/28/2016","107.600","106.850","108.010","106.700","","0.00%"
"07/27/2016","107.600","107.470","107.760","106.910","","-0.42%"
"07/26/2016","108.050","107.410","108.410","107.090","","0.00%"
"07/25/2016","108.050","107.550","108.270","106.980","","0.51%"
"07/22/2016","107.500","107.090","108.030","106.790","","-0.14%"
"07/21/2016","107.650","107.410","108.140","106.970","","-0.23%"
"07/20/2016","107.900","107.800","108.300","106.920","","0.23%"
"07/19/2016","107.650","106.970","107.650","106.720","","-0.14%"
"07/18/2016","107.800","107.300","108.320","106.780","","0.28%"
"07/15/2016","107.500","107.000","108.080","106.460","","0.00%"
"07/14/2016","107.500","107.770","108.270","106.490","","-0.42%"
"07/13/2016","107.950","108.030","108.760","106.760","","-0.28%"
"07/12/2016","108.250","108.040","108.840","106.870","","0.00%"
"07/11/2016","108.250","108.070","108.890","106.810","","0.00%"
"07/08/2016","108.250","107.700","109.070","107.200","","-0.28%"
"07/07/2016","108.550","108.270","109.090","107.070","","0.00%"
"07/06/2016","108.550","108.500","109.100","108.000","","0.00%"
"07/05/2016","108.550","107.350","108.770","106.870","","0.15%"
"07/04/2016","108.390","108.300","108.480","106.940","","0.02%"
"07/01/2016","108.370","108.400","108.740","107.060","","-0.21%"
"06/30/2016","108.600","108.250","109.140","107.470","","0.00%"
"06/29/2016","108.600","108.700","109.410","107.670","","-0.28%"
"06/28/2016","108.900","108.440","109.460","107.850","","-0.14%"
"06/27/2016","109.050","108.100","109.490","107.850","","0.46%"
"06/24/2016","108.550","107.450","109.640","107.150","","0.79%"
"06/23/2016","107.700","107.580","108.400","107.080","","-0.12%"
"06/22/2016","107.830","108.470","109.010","107.000","","-0.43%"
"06/21/2016","108.300","107.650","108.580","107.290","","0.14%"
"06/20/2016","108.150","107.290","108.790","107.070","","0.19%"
"06/17/2016","107.950","107.480","108.150","106.640","","0.23%"
"06/16/2016","107.700","107.130","108.230","106.880","","0.09%"
"06/15/2016","107.600","107.480","108.220","106.800","","-0.37%"
"06/14/2016","108.000","107.150","108.220","106.890","","0.37%"
"06/13/2016","107.600","106.830","107.990","106.580","","0.73%"
"06/10/2016","106.820","106.480","107.510","106.230","","0.02%"
"06/09/2016","106.800","106.830","107.510","105.980","","-0.19%"
"06/08/2016","107.000","107.000","107.590","106.090","","-0.12%"
"06/07/2016","107.130","107.100","107.580","106.260","","-0.20%"
"06/06/2016","107.350","107.230","108.100","106.490","","-0.60%"
"06/03/2016","108.000","107.610","108.290","106.950","","0.30%"
"06/02/2016","107.680","107.790","108.000","107.040","","-0.11%"
"06/01/2016","107.800","107.330","107.950","106.880","","-0.09%"
"05/31/2016","107.900","107.380","108.220","106.870","","0.25%"
"05/30/2016","107.630","107.450","108.290","106.960","","0.17%"
"05/27/2016","107.450","107.360","107.520","107.100","","0.02%"
"05/26/2016","107.430","107.720","108.330","106.920","","-0.30%"
"05/25/2016","107.750","108.030","108.480","107.210","","-0.51%"
"05/24/2016","108.300","107.610","108.930","107.240","","0.52%"
"05/23/2016","107.740","107.400","108.250","107.110","","-0.15%"
"05/20/2016","107.900","107.400","108.500","107.150","","-0.28%"
"05/19/2016","108.200","106.980","108.320","106.730","","0.74%"
"05/18/2016","107.400","106.800","107.710","106.490","","0.28%"
"05/17/2016","107.100","106.830","107.560","106.180","","-0.09%"
"05/16/2016","107.200","106.780","107.580","106.260","","0.36%"
"05/13/2016","106.820","106.700","107.000","106.220","","0.09%"
"05/12/2016","106.720","106.400","106.740","105.710","","-0.12%"
"05/11/2016","106.850","106.450","107.440","106.000","","0.09%"
"05/10/2016","106.750","106.660","107.280","106.070","","-0.05%"
"05/09/2016","106.800","106.430","107.030","105.730","","0.09%"
"05/06/2016","106.700","106.510","107.080","105.970","","-0.14%"
"05/05/2016","106.850","106.540","107.070","105.830","","0.23%"
"05/04/2016","106.600","106.610","107.140","105.890","","0.00%"
"05/03/2016","106.600","106.160","106.840","105.470","","-0.14%"
"05/02/2016","106.750","106.260","106.870","105.600","","0.00%"
"04/29/2016","106.750","106.370","107.050","105.560","","-0.05%"
"04/28/2016","106.800","106.220","106.980","105.700","","0.19%"
"04/27/2016","106.600","106.430","107.050","105.750","","-0.19%"
"04/26/2016","106.800","106.750","107.450","105.870","","-0.23%"
"04/25/2016","107.050","106.640","107.310","106.080","","0.23%"
"04/22/2016","106.800","106.400","107.060","105.860","","0.56%"
"04/21/2016","106.200","106.110","106.800","105.380","","0.28%"
